knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K19424	274.90	full	all	0.993939	103	84	490	384	1.75	0.589	glycosyltransferase EpsF [EC:2.4.-.-]
K19425	409.87	full	all	0.967742	72	53	431	345	1.22	0.591	glycosyltransferase EpsH [EC:2.4.-.-]
K19426	327.10	full	all	1.000000	72	56	420	348	1.09	0.589	pyruvyl transferase EpsI [EC:2.-.-.-]
K19427	292.20	domain	all	0.915873	74	58	546	343	2.24	0.590	glycosyltransferase EpsJ [EC:2.4.-.-]
K19428	374.43	full	all	0.966583	60	31	269	202	0.58	0.587	sugar transferase EpsL [EC:2.-.-.-]
K19429	226.17	full	all	0.992592	160	137	286	211	1.33	0.589	acetyltransferase EpsM [EC:2.3.1.-]
K19430	554.10	full	all	0.995272	241	213	475	384	0.82	0.589	pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]
K19431	385.47	full	all	1.000000	81	57	361	326	0.80	0.589	pyruvyl transferase EpsO [EC:2.-.-.-]
K19432	63.33	full	trim	0.711458	86	40	80	48	4.79	1.150	anti-repressor of SlrR
K19433	258.40	full	all	0.989899	69	50	281	215	1.08	0.589	TasA anchoring/assembly protein
K19434	1018.23	full	all	1.000000	10	10	964	843	0.78	0.589	Simplexvirus envelope glycoprotein H
K19435	270.83	full	all	1.000000	8	8	308	236	0.77	0.591	Simplexvirus envelope glycoprotein L
K19436	716.23	full	all	1.000000	12	7	968	778	0.69	0.588	Simplexvirus E3 ubiquitin-protein ligase ICP0
K19437	203.13	full	all	1.000000	10	5	423	273	0.69	0.587	Simplexvirus neurovirulence factor ICP34.5
K19438	70.40	domain	all	0.933333	6	6	209	159	0.77	0.591	Simplexvirus RNA-binding protein
K19439	546.57	full	all	1.000000	11	11	864	487	0.78	0.590	Simplexvirus serine/threonine-protein kinase US3 [EC:2.7.11.1]
K19440	721.53	full	all	1.000000	11	11	651	519	0.71	0.589	Simplexvirus serine/threonine-protein kinase UL13 [EC:2.7.11.1]
K19441	399.50	full	all	1.000000	7	7	514	414	0.80	0.592	Simplexvirus transcriptional regulator ICP22
K19442	2114.40	full	all	1.000000	17	17	1357	1197	0.52	0.586	Simplexvirus major DNA-binding protein
K19443	503.60	full	all	1.000000	11	11	651	515	0.86	0.591	Simplexvirus mRNA export factor
K19444	749.83	full	all	1.000000	8	8	533	490	0.57	0.593	Simplexvirus tegument protein VP16
K19445	1551.57	full	all	1.000000	16	9	1656	1244	0.62	0.592	Simplexvirus major viral transcription factor ICP4
K19446	80.67	full	all	1.000000	6	6	113	84	1.10	0.677	Simplexvirus ICP47 protein
K19447	737.90	full	all	1.000000	13	13	593	491	0.63	0.592	Simplexvirus virion host shutoff protein [EC:3.1.27.-]
K19448	1530.33	full	all	1.000000	11	11	1380	1042	0.65	0.588	Simplexvirus ribonucleoside-diphosphate reductase large subunit [EC:1.17.4.1]
K19449	112.03	domain	all	0.952772	387	289	209	111	2.47	0.590	XRE family transcriptional regulator, master regulator for biofilm formation
K19450	1177.53	full	all	1.000000	4	4	912	887	0.55	0.586	Lymphocryptovirus envelope glycoprotein GP350
K19451	1556.80	full	all	1.000000	5	5	707	706	0.42	0.592	Lymphocryptovirus envelope glycoprotein H
K19452	279.20	full	all	1.000000	5	5	137	137	0.43	0.596	Lymphocryptovirus envelope glycoprotein L
K19453	635.60	full	all	1.000000	5	4	278	278	0.40	0.585	Lymphocryptovirus virion egress protein UL7
K19454	1026.83	full	all	1.000000	6	5	507	497	0.45	0.595	Lymphocryptovirus mRNA export factor ICP27
K19455	851.40	full	all	1.000000	6	5	448	430	0.44	0.590	Lymphocryptovirus serine/threonine-protein kinase BGLF4 [EC:2.7.11.1]
K19456	739.60	full	all	1.000000	3	3	511	506	0.49	0.591	Lymphocryptovirus nuclear antigen leader protein
K19457	345.50	full	all	1.000000	5	5	688	535	0.70	0.587	Lymphocryptovirus nuclear antigen 2
K19458	1542.93	full	all	1.000000	3	3	1267	1147	0.58	0.589	Lymphocryptovirus nuclear antigen 6
K19459	358.87	full	all	1.000000	3	3	607	589	0.55	0.589	Lymphocryptovirus latent membrane protein 1
K19460	-	-	-	-	2	2	497	497	0.38	0.586	Lymphocryptovirus latent membrane protein 2A
K19461	643.40	full	all	1.000000	4	4	694	634	0.52	0.592	Lymphocryptovirus nuclear antigen 1
K19462	454.33	full	all	1.000000	5	5	252	246	0.47	0.593	Lymphocryptovirus trans-activator protein BZLF1
K19463	328.70	full	all	1.000000	5	4	191	191	0.46	0.589	Lymphocryptovirus apoptosis regulator BHRF1
K19464	657.40	full	all	0.968698	597	593	9029	1277	4.91	0.590	pleckstrin homology domain-containing family G member 5
K19465	123.20	full	all	1.000000	583	568	2170	474	5.45	0.590	mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-]
K19466	455.20	domain	all	0.993597	564	548	2292	698	1.78	0.591	ATP-dependent RNA helicase DDX59 [EC:3.6.4.13]
K19467	350.83	domain	all	0.965150	1707	1684	11205	697	5.06	0.590	matrilin
K19469	281.50	full	all	1.000000	411	397	2500	752	2.12	0.590	mRNA N6-methyladenine demethylase [EC:1.14.11.53]
K19470	195.20	domain	all	0.989625	1074	1017	1988	337	3.46	0.590	complement C1q tumor necrosis factor-related protein 1/6/8
K19471	344.37	full	all	0.966006	399	365	1103	368	2.01	0.590	R-spondin 1
K19472	536.60	full	all	0.898773	454	321	1441	365	1.64	0.589	homeobox protein SIX2
K19473	393.20	full	all	0.982217	1324	942	2984	415	1.94	0.590	homeobox protein SIX3/6
K19474	599.00	full	all	0.965288	307	304	2739	917	1.50	0.590	homeobox protein SIX5
K19475	84.73	full	all	0.986901	1235	1192	6655	537	4.74	0.590	WAS/WASL-interacting protein
K19476	128.03	domain	all	0.989136	819	775	2606	421	2.75	0.590	vacuolar protein sorting-associated protein IST1
K19477	954.07	full	all	0.879779	657	609	2362	762	2.89	0.590	cGMP-dependent protein kinase 2 [EC:2.7.11.12]
K19478	208.00	full	all	0.979648	1347	1120	1945	491	4.36	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit MAGT1/TUSC3
K19479	709.00	domain	all	0.969562	537	525	1562	659	1.68	0.590	collagen type X alpha
K19480	1398.97	domain	all	0.910506	594	585	4909	1415	2.72	0.590	anoctamin-5
K19481	97.23	full	all	0.992472	386	328	394	160	1.99	0.590	matrix Gla protein
K19482	491.27	domain	all	0.991342	136	114	536	325	0.55	0.589	necdin
K19483	1949.33	full	trim	0.873941	607	604	12168	1992	2.99	0.590	neuron navigator 2 [EC:5.6.2.4]
K19484	569.30	domain	trim	0.813144	467	346	1455	539	1.62	0.590	zinc finger protein PLAG1
K19485	616.13	domain	trim	0.942340	258	223	2510	760	2.06	0.590	zinc finger protein PLAGL1
K19486	666.23	domain	trim	0.820167	527	435	1034	510	1.51	0.590	zinc finger protein PLAGL2
K19487	106.30	domain	all	0.994350	182	179	3804	502	3.26	0.590	transcription factor SFP1
K19488	186.10	domain	all	0.951241	410	395	1867	402	4.69	0.590	doublesex- and mab-3-related transcription factor 1
K19489	168.80	full	all	0.968537	626	615	2248	468	4.05	0.590	doublesex- and mab-3-related transcription factor 2
K19490	264.37	domain	all	0.945176	450	440	2344	504	3.60	0.590	doublesex- and mab-3-related transcription factor 3
K19491	257.47	full	all	0.885815	986	944	4048	563	6.03	0.590	doublesex- and mab-3-related transcription factor 4/5
K19492	144.93	domain	trim	0.956545	303	301	1939	424	3.24	0.590	doublesex- and mab-3-related transcription factor 6
K19493	332.50	domain	all	0.985965	151	146	964	518	1.95	0.590	doublesex- and mab-3-related transcription factor 7
K19494	193.50	domain	all	0.931190	176	146	1354	499	4.24	0.590	doublesex- and mab-3-related transcription factor 8
K19495	120.60	domain	all	0.995160	667	417	2914	394	3.97	0.590	juxtaposed with another zinc finger protein 1
K19496	1391.07	full	all	0.731909	833	820	6578	1036	1.60	0.590	anoctamin-1
K19497	1612.00	full	all	0.942064	480	475	3835	1076	0.86	0.589	anoctamin-2
K19498	1684.47	full	all	0.958884	394	369	2924	1021	0.93	0.589	anoctamin-3
K19499	1473.20	full	all	0.879142	608	569	5564	1258	2.51	0.591	anoctamin-4
K19500	1487.90	full	all	0.978761	394	383	2349	971	1.33	0.590	anoctamin-6
K19501	1037.90	full	all	0.969048	562	559	6244	1081	1.83	0.589	anoctamin-7
K19502	744.30	full	all	0.990709	707	703	5933	974	1.59	0.590	anoctamin-8
K19503	871.83	full	all	0.980674	500	497	4045	889	1.22	0.590	anoctamin-9
K19504	231.30	domain	all	0.969848	327	205	675	362	5.15	0.590	glucoselysine-6-phosphate deglycase
K19505	699.73	full	trim	0.949226	325	249	1217	911	2.61	0.590	sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
K19506	132.13	domain	all	0.769011	324	226	279	141	2.80	0.590	fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]
K19507	163.37	full	all	0.944419	511	295	206	156	2.55	0.590	fructoselysine/glucoselysine PTS system EIIB component [EC:2.7.1.-]
K19508	265.10	domain	trim	0.749658	409	245	427	254	2.93	0.590	fructoselysine/glucoselysine PTS system EIIC component
K19509	336.83	domain	trim	0.858440	479	297	572	278	2.68	0.590	fructoselysine/glucoselysine PTS system EIID component
K19510	343.77	full	all	0.983973	395	287	443	337	2.47	0.590	fructoselysine-6-phosphate deglycase
K19511	771.77	full	all	0.829627	3127	3092	32162	1681	12.15	0.590	peroxidase [EC:1.11.1.7]
K19512	453.23	full	all	0.998420	316	316	2689	1046	2.18	0.591	mastermind-like domain-containing protein 1
K19513	39.00	full	all	1.000000	1013	991	9822	1184	7.76	0.590	protein CLEC16A
K19514	121.80	full	all	0.993780	692	646	1493	499	6.67	0.590	renin receptor
K19515	1326.63	full	all	1.000000	14	14	673	668	0.46	0.591	benzoyl-CoA reductase subunit BamB [EC:1.3.-.-]
K19516	309.80	full	all	1.000000	13	13	187	178	0.49	0.591	benzoyl-CoA reductase subunit BamC [EC:1.3.-.-]
K19517	138.33	full	all	1.000000	200	191	922	459	1.87	0.590	1D-myo-inositol 3-kinase [EC:2.7.1.64]
K19518	484.33	full	all	0.975353	319	312	1177	426	1.31	0.591	tribbles homolog 3
K19519	590.03	full	all	0.752687	705	684	8661	647	6.96	0.590	transforming growth factor-beta-induced protein
K19520	138.00	full	all	0.996032	258	254	883	358	3.29	0.590	uroplakin-3a
K19521	720.77	full	all	0.985029	480	475	2877	948	2.13	0.590	regulatory factor X 6
K19522	673.20	full	all	0.964184	395	361	1231	530	1.19	0.590	membrane transport protein XK
K19523	1472.77	full	all	0.900833	219	216	2240	936	1.23	0.590	carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]
K19524	1263.03	full	all	0.959295	144	141	1497	803	0.73	0.591	carnitine O-palmitoyltransferase 1, brain isoform [EC:2.3.1.21]
K19525	950.77	domain	all	0.960159	1846	1833	35355	3519	10.73	0.590	vacuolar protein sorting-associated protein 13A/C
K19526	487.70	full	all	0.996500	574	574	15144	3685	5.23	0.590	vacuolar protein sorting-associated protein 13B
K19527	859.93	domain	all	0.997547	616	614	15396	4750	3.76	0.590	vacuolar protein sorting-associated protein 13D
K19528	84.33	full	all	0.981123	552	503	1201	314	5.15	0.590	synaptonemal complex protein 3
K19529	142.80	full	all	0.994558	368	367	4802	1617	6.26	0.590	synaptonemal complex protein 2
K19530	84.33	domain	all	0.984943	1888	1787	5706	781	3.31	0.590	junctophilin
K19531	260.17	full	all	1.000000	615	610	6789	1311	5.33	0.590	codanin-1
K19532	713.80	full	all	0.775366	647	639	3179	677	4.50	0.590	Delta14-sterol reductase (lamin-B receptor) [EC:1.3.1.70]
K19533	127.80	domain	all	0.995918	371	371	2711	1058	4.63	0.590	synaptonemal complex protein 1
K19534	52.17	domain	all	0.994126	350	338	2328	545	6.75	0.590	synaptonemal complex central element protein 1
K19535	48.33	full	all	0.995392	342	324	853	259	5.20	0.590	synaptonemal complex central element protein 2
K19536	66.83	full	all	0.989761	366	290	408	163	4.06	0.590	synaptonemal complex central element protein 3
K19537	90.47	full	trim	0.949801	250	211	480	195	4.11	0.590	testis-expressed sequence 12 protein
K19538	155.20	domain	all	0.977942	893	892	26964	1989	9.49	0.590	retinitis pigmentosa 1
K19539	88.00	full	all	0.996302	969	945	6307	804	7.24	0.590	selenocysteine insertion sequence-binding protein 2
K19540	363.13	domain	all	0.862812	187	138	760	444	2.98	0.590	fructoselysine transporter
K19541	959.07	full	all	1.000000	3	3	484	484	0.44	0.588	MFS transporter, DHA2 family, lincomycin resistance protein
K19542	875.07	full	all	1.000000	4	3	571	510	0.46	0.590	MFS transporter, DHA2 family, tetracycline/oxytetracycline resistance protein
K19543	-	-	-	-	1	1	250	250	0.36	0.587	aminoglycoside 3'-phosphotransferase [EC:2.7.1.95]
K19544	-	-	-	-	2	2	269	252	0.45	0.591	aminoglycoside 4'-adenylyltransferase [EC:2.7.7.-]
K19545	116.00	full	all	1.000000	132	107	373	192	1.98	0.590	lincosamide nucleotidyltransferase A/C/D/E
K19546	181.57	full	all	1.000000	84	51	234	201	1.06	0.589	prephenate decarboxylase [EC:4.1.1.100]
K19547	173.00	full	all	0.990476	87	53	281	223	1.86	0.590	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase [EC:5.3.3.19]
K19548	315.03	domain	all	0.831559	86	60	343	253	1.60	0.589	dihydroanticapsin dehydrogenase [EC:1.1.1.385]
K19549	688.50	full	all	1.000000	62	47	408	399	0.52	0.588	bacilysin biosynthesis transaminase BacF [EC:2.6.1.-]
K19550	388.33	full	all	1.000000	68	43	337	256	0.67	0.590	bacilysin biosynthesis oxidoreductase BacG [EC:1.3.1.-]
K19551	226.13	domain	all	1.000000	78	57	455	228	0.93	0.591	pectate lyase C [EC:4.2.2.2 4.2.2.10]
K19552	745.53	full	all	1.000000	53	24	394	394	0.44	0.592	MFS transporter, DHA3 family, bacilysin exporter BacE
K19553	325.83	full	all	0.926182	394	343	1595	336	2.49	0.590	homeobox protein TGIF2
K19554	234.87	full	all	0.953616	97	91	421	235	1.62	0.590	homeobox protein TGIF2L
K19555	694.97	full	all	1.000000	14	5	324	297	0.40	0.590	LysR family transcriptional regulator, spv operon transcriptional activator
K19556	574.13	full	all	1.000000	14	4	297	255	0.43	0.592	salmonella plasmid virulence protein A
K19557	293.50	full	all	1.000000	16	6	218	216	0.54	0.590	salmonella plasmid virulence protein D
K19558	128.50	full	all	0.969403	473	397	1640	303	2.99	0.590	neuroblastoma suppressor of tumorigenicity 1
K19559	1072.30	domain	trim	0.928975	402	400	4667	1729	1.00	0.591	latent transforming growth factor beta binding protein 1
K19560	173.63	full	all	1.000000	38	37	307	231	1.56	0.591	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K19561	548.17	full	all	1.000000	48	27	307	306	0.48	0.590	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K19562	531.70	full	trim	0.988275	308	294	2617	870	1.57	0.591	bifunctional dethiobiotin synthetase / adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:6.3.3.3 2.6.1.62]
K19563	784.47	full	all	0.976366	86	65	738	448	0.56	0.587	lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105]
K19564	269.20	full	all	0.974110	805	793	4003	668	4.39	0.590	choline transport protein
K19565	761.13	full	all	1.000000	8	8	605	562	0.61	0.592	8-amino-7-oxononanoate transporter
K19566	-	-	-	-	1	1	382	382	0.40	0.591	8-demethyltetracenomycin C L-rhamnosyltransferase [EC:2.4.1.331]
K19567	-	-	-	-	1	1	378	378	0.38	0.585	8-demethyl-8-alpha-L-rhamnosyltetracenomycin-C 2'-O-methyltransferase [EC:2.1.1.305]
K19568	-	-	-	-	1	1	390	390	0.37	0.584	8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)tetracenomycin-C 3'-O-methyltransferase [EC:2.1.1.306]
K19569	320.63	full	all	0.175785	11	11	424	257	1.28	0.590	8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase [EC:2.1.1.307]
K19570	-	-	-	-	1	1	295	295	0.39	0.585	8-demethyl-8-(2,3,4-trimethoxy-alpha-L-rhamnosyl)tetracenomycin-C O-methyltransferase [EC:2.1.1.-]
K19571	-	-	-	-	1	1	850	850	0.38	0.592	levopimaradiene/neoabietadiene/copalyl diphosphate synthase [EC:4.2.3.32 4.2.3.132 5.5.1.12]
K19572	251.67	full	all	0.991748	1221	1204	3534	631	3.93	0.590	adenosine deaminase CECR1 [EC:3.5.4.4]
K19573	50.97	full	all	0.996885	671	648	3283	456	6.23	0.590	alpha-tubulin N-acetyltransferase 1 [EC:2.3.1.108]
K19574	1501.43	domain	trim	0.754687	493	490	9251	2276	1.49	0.589	obscurin-like protein 1
K19575	135.53	full	all	0.983956	113	94	386	278	3.45	0.590	MerR family transcriptional regulator, activator of bmr gene
K19576	348.20	full	all	0.760368	179	126	926	411	6.83	0.590	MFS transporter, DHA1 family, quinolone resistance protein
K19577	413.87	full	all	0.769445	6656	5886	3066	508	11.86	0.590	MFS transporter, DHA1 family, inner membrane transport protein
K19578	577.90	full	all	0.971940	109	94	476	389	1.08	0.589	MFS transporter, DHA1 family, multidrug resistance protein
K19579	361.07	full	all	0.988530	390	353	812	318	1.00	0.590	protein N-terminal monomethyltransferase [EC:2.1.1.299]
K19580	557.17	full	all	0.974750	155	143	542	354	1.27	0.589	1,3,6,8-tetrahydroxynaphthalene synthase [EC:2.3.1.233]
K19581	335.13	full	all	0.973509	1368	1198	3365	532	4.24	0.590	lipid phosphate phosphatase-related protein type 1/2/5
K19582	352.17	full	all	0.996310	1001	950	4235	855	2.03	0.590	lipid phosphate phosphatase-related protein type 3/4
K19583	587.33	full	all	0.967077	646	628	2124	653	2.25	0.590	putative glycerol kinase 5 [EC:2.7.1.30]
K19584	523.73	domain	all	0.905033	709	630	2845	425	2.04	0.590	protein kinase X [EC:2.7.11.11]
K19585	1807.93	full	all	0.996633	354	298	1182	1054	0.74	0.589	multidrug efflux pump
K19586	510.13	domain	trim	0.645623	614	517	1187	438	4.44	0.590	membrane fusion protein, multidrug efflux system
K19587	113.37	full	all	0.982905	262	174	258	139	1.78	0.590	Rrf2 family transcriptional regulator, repressor of oqxAB
K19588	669.47	domain	all	0.966667	108	93	505	483	0.96	0.589	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
K19589	154.17	full	all	0.984597	1102	1052	2663	281	4.19	0.590	release factor glutamine methyltransferase [EC:2.1.1.297]
K19590	477.90	full	all	1.000000	23	13	391	344	0.59	0.588	D-arabinose 1-dehydrogenase (NADP+) [EC:1.1.1.427]
K19591	154.30	domain	all	0.676465	3655	2929	1534	245	19.67	0.590	MerR family transcriptional regulator, copper efflux regulator
K19592	225.93	full	trim	0.894730	134	70	197	149	0.71	0.590	MerR family transcriptional regulator, gold-responsive activator of gol and ges genes
K19593	696.03	full	all	1.000000	48	36	514	492	0.74	0.588	outer membrane protein, multidrug efflux system
K19594	1926.97	full	all	1.000000	150	98	1084	1058	0.55	0.590	gold/copper resistance efflux pump
K19595	444.03	full	trim	0.923466	164	115	716	389	2.49	0.590	membrane fusion protein, gold/copper resistance efflux system
K19596	796.57	full	all	0.903441	178	177	2431	747	1.66	0.590	inactive serine/threonine-protein kinase PLK5
K19597	1461.43	full	all	0.793613	178	129	1101	831	0.79	0.588	Au+-exporting ATPase [EC:3.6.1.-]
K19598	423.83	domain	all	0.960110	182	181	1655	671	2.31	0.590	interleukin 27 receptor alpha
K19599	433.33	domain	all	0.930159	217	217	5758	1120	6.57	0.590	cytokine receptor domeless
K19600	109.10	domain	all	0.997180	3341	3194	7372	534	3.57	0.590	tubby and related proteins
K19601	505.87	domain	all	0.886482	494	491	10187	1730	4.04	0.590	protein eyes shut
K19602	479.53	full	all	0.978631	412	405	2744	617	2.21	0.590	ceramide kinase-like protein
K19603	460.33	domain	all	0.959108	760	749	5973	654	3.01	0.590	mitogen-activated protein kinase 15 [EC:2.7.11.24]
K19604	85.27	full	all	0.995585	504	456	1526	299	2.79	0.590	retinitis pigmentosa 9 protein
K19605	246.97	full	all	1.000000	372	372	3218	1100	3.48	0.590	ellis van creveld syndrome protein 1
K19606	571.37	full	trim	0.858195	448	415	1576	517	2.54	0.590	cartilage-associated protein
K19607	308.70	domain	all	0.965788	651	650	9290	870	4.47	0.590	X-linked retinitis pigmentosa GTPase regulator
K19608	472.07	full	all	1.000000	380	379	4301	1308	4.42	0.590	ellis van creveld syndrome protein 2
K19609	426.43	full	all	1.000000	304	263	664	445	1.43	0.590	two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]
K19610	274.37	full	all	0.940161	332	281	487	245	3.13	0.590	two-component system, OmpR family, response regulator PfeR
K19611	452.17	domain	all	0.857614	1304	1036	3391	973	15.16	0.590	ferric enterobactin receptor
K19612	335.53	full	all	0.984937	687	673	3483	715	4.99	0.590	2',5'-phosphodiesterase [EC:3.1.13.4 3.1.4.-]
K19613	338.60	domain	all	0.776505	969	804	5812	784	10.41	0.590	leucine-rich repeat protein SHOC2
K19614	411.40	domain	all	0.993306	391	373	1106	539	1.43	0.590	pigment epithelium-derived factor
K19615	1447.57	full	all	1.000000	52	48	3731	2292	2.19	0.590	insecticidal toxin
K19616	1447.80	full	all	0.638889	17	17	1876	1072	1.84	0.590	two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]
K19617	615.90	full	all	1.000000	9	9	332	325	0.51	0.586	two-component system, response regulator FitH
K19618	660.13	full	all	1.000000	9	8	305	305	0.43	0.588	LysR family transcriptional regulator, activator of insecticidal toxin
K19619	110.77	full	all	0.969636	1036	1007	4505	429	7.78	0.590	tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]
